titles,reviews
당신의 맛,재밌네 연기도 잘하고 강하늘 고민시 ㅋㅋㅋㅋ뭐여!!!맛없음 배우 믿고 보려다가 하차으…뻔한 캐릭터 뎁스와 스토리. 촌스러운 사운드와 연출. 이런 극본으로 연기가 무슨 의미가 있는가. 10년 전에 나왔어도 유치하다고 걸렀음.뭔가 딱 십년 전에 유행하는 스토리? 연출도 그렇고 뭐가 이리 올드해……….연기도 몇몇은 흐음……..고민시 강하늘 연기가 좋아서 그나마 볼만함제작사 특유의 감성이 느껴지는데 남주가 초반에 현실에서는 당당히 레시피 뺏어왔다고 말하는거는 거의 범죄자인데 나중에 로맨스로 포장할거 생각하니 좀………. 후반부에 과연….?줏대있게 졸라 재밌게 보는 중. 월요일만 기다려짐. 고민시랑 강하늘 연기가 넘 좋다. 둘이 잘 어울려서 더 좋음벌써부터 어수선함 강하늘은 동백꽃 연기 재탕하는 건가 싶음아 모르겠고 고민시 미모 난리났네혐관으로 시작하는 두 돌+I의 미친 로맨스이정도로 혹평받을 작품은 아니라고 보는데 b급 감성으로 가볍게 보기 좋은 작품임오랜만에 가족과함께 볼수있는 따듯한 시리즈네요 로맨스나오니 더 재밌음스토리가 진부하면 연기자의 힘으로라도 끌고가야 한다고 생각하지만 고민시 배우에게는 아쉬움이 남는다. 무슨 연기를 하고 계신겁니까…강하늘 연기가 찰짐확실히 아는 맛인데 연기가 킥이다식샤가 떠오르네.
폭싹 속았수다,"마냥 슬프지만은 않은, 웃음과 따뜻함을 주는 드라마. 주조연, 심지어 잠깐 나오는 단역들의 연기까지 완벽하고 연출극본도 최고최고!시대물 좋아요 연기들도 좋고 아역 배우들 왜이리 연기 잘하는거지?오랜만에 마음에 드는 드라마 발견시대 배경 연출 연기 모든게 다 완벽 눈물콧물 다흘리면서 봤어요 엄마얘기만 나와도 눈시울이 붉어지네요 정말 오랜만에 진짜 재밌는 드라마 보네요 끝까지 기대됩니다4화까지의 내용과 특히 연출 부분이 너무 아름답다아이유 박보검 배우님들 조합😻몰입감이 대단하고 연기를 다 너무 잘해요와 1화부터 보면서 눈물이 났습니다. 연출 각본 연기 모든게 다 갖춘 작품인 거 같아요ㅠㅜ 시대의 특징도 잘 보이고 웃음포인트 감동포인트 슬픈포인트를 다 느낀 작품이었습니다작가 이름이 연출 위에 있다는 것이 인상적. 연출의 작가에 대한 존중, 존경이 느껴짐. 연출도 너무 좋습니다 -- 마무리까지 갓벽. 상춘이 누나 날 가져요김원석과 아이유의 몸짓은 시리도록 아리고, 임상춘과 아이유의 목소리는 바스라질 듯 바삭거린다.보는 내내 울고 웃었습니다 재밌게 잘 봤습니다4부까지 대본 연출 연기까지 완벽하네요. 마지막화까지 이어지길 기대해봅니다.간만에 나온 웰메이드 휴먼드라마.. 넘 좋아요~배우들 연기 미쳤고 서사 하나하나 저릿하고 연출 생동감 장난 아니다.. 4화가 눈깜짝할 사이에 끝났다.. 일주일 기다리는거 너무 길다!!!대본 연기 연출 음악 미술 모든 게 완벽함. 이런 드라마가 필요했다. 뻔하지만 뻔하지 않고, 예상이 가지만 좀 다른 우리네 이야기. 2025년 최고의 작품이라 가히 말할 수 있다.슬픈데 웃긴 감동과 재미 다 잡은 드라마 얼른 뒤에 있는 회차들도 보고싶어요 주연, 아역, 조연 연기 구멍 단 한명도 없어서 몰입감 장난아니에요귀엽고 슬픈 작품이다 1초만에 지나가는 장면에도 엄청난 공을 들인 게 다 보인다 주인공들 귀여움 순애 미침웃고 울리는 드라마 내 인생 드라마가 될거 같아요🧡🧡🧡임상춘 김원석만 보고 들어갔더니 의외로 연기들이 다 너무 좋아서 놀랐네요 아이유 박보검은 본체가 안보일정도로 애순/관식 같았어요재밌어요애순 관식 이 두 사람의 사랑이야기가 안쓰럽기도,애틋하기도 한데 젊은 부부가 되어 너무 애쓰며 살아가는게 마음이 아프고 가슴이 찡…하다. 애순관식이 서로에게 든든한 존재인게 드라마에서 딱 보인다. 표정과 손 잡는 거 하나 하나 까지 너무나도 연출이 완벽한 작품. 왜 스킵 없이 처음부터 끝까지 봐달라고 하셨는지 완벽하게 알았다. 혹여나 작은 포인트 하나라도 놓칠까 집중하고 스킵없이 봤다. 3,4화에 비해 2화는 두 사람이 하는 사랑이 귀여워 웃으며 봤지만 4회는……눈물이 눈물이 ㅠㅠㅠ 전개가 빨라서 지루한 틈이 없고 색감도 예뻐 보는 눈도 즐겁다. 보면서 부모님 생각이 많이 나는 드라마. 그리고 따수운 마을 해녀 이모들까지…연출과 대사,연기 모두 정말 완벽하다고 할 수 밖에 없다. 캐릭터가 소개글과 맞게 너무나도 잘 표현이 된 것 같아 좋았다.
정말 정말…모두에게 추천하고 싶은 작품. 그리고 다음화가 정말 기대되는 작품.4시간이 짧으리 만큼 몰입해서 너무 재밌게 봤어요🍊 그래서인지 앞으로 남은 12회는 어떻게 풀어 나갈지 너무나도 기대되요애순관식 케미도 좋고 연기를 너무 잘함 애순이가 울고 웃을때 같이 울고 웃게 됨4화까지 보면서 날 위해 모든 것을 해주던 엄마아빠의 젋은 시절이 떠올랐다 ㅠㅠㅠㅠ 진짜 계속 울게 됨.작감배 레전드조합...왜 예고편만 봤는데 코끝이 찡해지는거죠?? 이거이거 대작예감오랜만에 만난 재밌는 드라마에요 4화까지 다 봤는데 슬프고 웃기고 그냥 애순이,관식이 모두 행복했으면 좋겠어요 가출씬 너무 귀엽고 너뮤 웃김 ㅋㅋㅋ존잼이네요우리들의 블루스만큼이나 제주도에 대한 해석이 완벽한 또 하나의 드라마"
천국보다 아름다운,"후반부에 뭔가 큰 거 한방 없는거라면 지금까지는 너무 뻔한 흐름임 특히 서브스토리로 반려견, 반려묘, 무지개다리 이 소재 자꾸 울궈먹는 거 이제 그만이 드라마 보기 전엔 손석구-김혜자 커플 조합 이게 뭐야 싶었는데, 진짜 한 번 보니까 매 화마다 감동 포인트가 있더라고요. 선입견 버리고 2화까지만이라도 보시길 추천해요.주연 캐스팅에만 돈을 쓰고, 다른 모든 곳에 돈을 안 썼다 촬영 조명 색보정 음악 CG 조연 단역 연출 극본 모두 아쉽고 또 아쉽다. 2화까지 힘겹게 틀어놓다가 하차아 눈물엄청나네,, 폭삭속아쑤다 보고 이제 눈물 쏟을일 없을줄알앗는데 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ비슷하게 슬프네진짜 ㅠㅠㅠ김혜자님 너무 사랑스럽다천국에서의 삶을 꿈꿔본적없지만 1,2화 보면서 울다 웃었다! 내가 만나고 싶은 사람. 돌아가고 싶은 나이.다시 산다면 어떻게 살고 싶은지 ! 무엇보다 배우님들 명품연기까지!강력추천간만에 존잼드라마 만남욕하는 혜자님의 천국입성기 웃긴데 슬프고 슬픈데 웃겨소재가 독특해서 계속 보게되는 드라마김혜자님과 손석구 배우의 연기는 진짜 너무 좋은데 연출이랑 주변 인물이 너무 튀고, 나레이션도 몰입에 방해됨..개유치함.... 진심..... 개연성도 말도 안됨 인물 심리가 이해 안됨 신과함께 하위버전 저승물... 손석구가 귀여워서 2화까지 봤다울고 웃으며 함께할수 있는 가족드라마 ❤️🧡💛💚💙🩵💜🌈어째 갈수록 별로다.. 초반에 흥미로운 주제와 전개가 박살난 느낌1화는 정말 최악.. 내가 바이럴 광고를 보고 기대한 요소가 단하나도 나오지 않음
메인을 천국으로 이외 서브스토리가 전부 1화
예산을 때려부어도 모자랄 판에 촬영 퀄리티가 좋지 않아 실망스러웠음

2화는 김혜자 할머니와 손석구의 로맨스는 손석구가 '어려운 선배님'을 대하는 연기여서 별로였음
젊은 모습이 되었다고 먹은 나이가 사라지는 게 아닐텐데 캐릭터 자체의 매력이 떨어진다고 느꼈음

인터넷 썰로 떠도는 무지개다리 이야기를 감동적인양 표현한 게 싫었음 (아는 얘기 말고 모르는 얘기로 감동주기를 바랬어서)

그런데 개인적으로 5,6,7화는 좋았음
궁금하지 않았던 영애찾기, 세계관 설명, 낙준솜이, 할머니 취급이 끝난 회차여서 그런듯
김혜자와 목사(어른과 아이)의 관계성이 가장 좋았음

눈이 부시게랑 같은 감독님이 맞냐고.........손석구와 김헤자라는 말도 안되는 커플설정을 말이 되게 만드는 연기들, 매화 울고 웃으며 보고 있는데 이걸 악평하는 사람들은.. 한국사회는 너무 분노에 차 있는거 같다.인생드라마가 될듯합니다!! 드라마 본 후로 천국가려고 착한일만 하려고 노력하게 되요ㅋㅋ 낙준과 해숙의 티카티카도 너무 좋고 조연분들 연기도 최고네요!!세상을 떠난 사랑하는 사람들 보고싶을때 행복한 상상을 할수있게해주는 소중한 드라마❤️재밌다.. 나의 남편도 저럴수 있을까? 나는? 여러생각이 든다 너무 재밌다좋은 드라마 괜찮은 드라마 신선하기도 하다사랑하는 존재를 떠나보낸 경험 있는 사람은 각오하고 봐야함 웃기다고 방심하다가 스쳐지나가는 수준의 작은 에피 하나에 갑자기 펑펑 우는 수가 있음굿플레스가 생각나는 작품. 그러나 굿플레이스가 블랙 코미디라면 이작품은 착함을 대놓고 표방한다. 김혜자와 손석구부부라는 설정이 케미에 부담되지 않는다. 아무리 늙었어도 여자다.나레이션 너무 웃겨. 가끔 회의 시간에 가져가고 싶다울다 웃다 시간가는줄 모르고 봤어요 연기 구멍이 없고 다음화가 너무 기대됩니다!!눈이 부시게 정도는 기대안했지만 아직까지는 별 감흥이 없네간만에 자극적이지 않고 천국같은 힐링드라마 한편 탄생!1화 시청, 예감좋다. 2,3화로 갈수록 흥미가 떨어진다. 서사가 너무 진부한 탓일까?초반에 뻔하긴해도 소재 때문에 흥미로웠다. 후반을 달리는 지금 드는 생각은 저런게 천국이라면 안 가도 되지 않나.. 그냥 밝은 지옥이잖아.흥미로운 설정에 중반까지 참고 봤으나 억지 감동 주입, 중간에 어이 없는 설정까지 웃기지도 않음개판오분 전 드라마 연기들은 너무 잘하는데 이게 뭔드라마인지 어휴 중도포기한 드라마"
"미안하다, 사랑한다","20년전에 본 드라마였지만 아직도 대사가 머릿속에서 둥둥. 밥먹을래? 나랑 같이 살래? 밥먹을래? 나랑 같이 죽을래? 크-진짜 무혁은채? 최고가 된다. 이렇게나 사랑에 단단히, 지독하게 미친 커플은 전에도 없었고 후에도 없을 것이다. 자신의 목숨보다 서로를 더 사랑했고, 본인보다 서로를 더 위했으니.다시한번 정주행한 작품. 명대사와 어그부츠와 레인보우니트 헤어밴드 등..등...패션또한 센세이션했던 그유명한 미사. 말해뭐해.. 근데 안타까운 새드엔딩마지막엔딩은 진짜 말잇못.. 엔딩은 아직도 내마음속1위지섭이형과 수정이 누나의 사랑이야기는 미안하고 사랑하는 이야기 였다.😍미안하다 다시 봐도 열광 포인트를 모르겠다마지막의 충격은 잊을 수가 없는.성공한 드라마는 각본만으로도 얼마나 잼있을 수 있는지 알려준 드라마. 이 시기의 소간지를 기억한다면.지금으로치면 밈을 많이 생산할만큼, 핫했던 드라마 ""죽을래 나랑 같이 살래""소지섭 임수정의 케미가 너무 좋았구 눈물 펑펑 흘리며 본 드라마ㅠㅠ이상하게 다른 드라마보다 나이를 더 먹는것 같다.박명수 호통개그에 이은 무혁 아저씨의 호통ㅘ고의 드라마이때의 소지섭, 임수정 캐미는 정말... 박효신의 OST까지 완벽한 삼박자였다.-내 중2병 시기를 관통한 명작"
귀궁,여주 연기력이 어색함. 중간에 귀신 나올때 깜놀했음. 뭔 내용인지 모르고 본 방송 봤다가 식겁함.. 귀신 나오는거는 갠적으로 별루입니다.. 하지만 스토리는 괜찮으니 보시길스토리는 좋은데 주인공 두배우의 연기력이 좀 부족함...배경설명이 좀 지루하지만 육성재 캐릭터 보려고 봄. 개인적으로는 도깨비때부터 이미 연기 잘했다고 생각함. 여주 연기가 어색해서 같이 묶여서 평가 받는게 아쉬움..1화에 서사쌓는부분이 좀지루했는데 2화에 남주가 빙의되면서 분위기 확바뀌고 재밌어진듯ㅋㅋ다음 기대하며 우선 매주볼예정! '귀신들린 궁'이라 그런지 귀신들이 나오는데 무섭진 않을정도판타지 로맨스 코미디ㅋㅋㅋㅋ 약간 유치할 수 있는데 그게 또 묘미입니다ㅋㅋㅋㅋ액션 연기 전부다 어설픔. 손이 닿지도 않는데 저 멀리 날아가 나무에 쳐 박히더라. 연기는 도저히 몰입이 안된다. 여배우가 연기 못하는건 아닌데 주변이 영 아니다.소재는 그럭저럭 재밌는데 여주인공 표정이 잘 안지어지는 느낌 서너개의 표정으로만 연기함마니 아쉽네 연기력진짜 ....귀신 나올때마다 무서운데 재미있어요가볍게 보기 좋음. 시청률 왜 높나 궁금해서 보기 시작 했는데 어느정도 이해감. 다음주부터 존잼일지 별로일지 가닥 잡힐거 같음. 지금 방영드라마중엔 제일 괜찮은 느낌.여주 집착 남주 훌륭하다 훌륭해 배우는 좀 아쉬움유치하면서 재밌어요. 구미호뎐 재밌게 봤었어서 비슷한 내용인 이작품도 재밌네요. 나 옛날귀신 좋아하네... 이무기도..!존잼이었는데 로맨스가 들어가면 들어갈수록 엉성하네.결국엔....
금주를 부탁해,IMDB 8.4 역시 TVN!가볍게 볼만함 금주소재가 좋음
죽을 만큼 사랑해서,어쩌라고.. 살인이 살인인거지 사랑이 어디있어? 하여튼 나리미야 올만이라 반가웠음 많이 늙엇더군
24시 헬스클럽,"볼만함 웃기는 장면 있고 설명하면 병맛에 운로코 넣은 느낌정은지 좋아해서 보려고 했으나, 은지빼고 못봐주겠음. 연출도 구리고 대사나 개연성도 구려서 1화도 다 못보고 껐음."
환혼,"무덕이가 좋았다고요ㅜㅜ 판타지로 나쁘지 않은왜꼭드라마가 무겁고 교훈을 줄필요없잖아 가볍게 숨쉬듯 보는 드라마도 있는거지 유치한게 왜진짜 너무너무 재미있었어요. 이재욱님의 발연기가 정말 뛰어나답니다. 재치있는 대사도 이 드라마의 묘미예요.아주 좋았다 캐릭터들도 좋고 스토리도 무난하고 흥미진진했다 2부에 여주를 바꾸는 어처구니만 아니었다면... 납득이 안되는 억지스러운 설정으로 기껏 만든 서사를 다 버린이유가 궁금하약간 만화같은 내용이긴 하지만 무협이나 판타지 좋아하면 재미있게 볼 듯. 무엇보다 등장인물들의 귀여움이 한몫 한다.처음에 이해하기가 힘들었지만 끝까지 재밌게 봤습니다무덕이가 계속 그리워질 것 같은, 무덕이를 놓지 못하게 되는 마무리.1화부터 쉴드 쓰고 아이스에로우 쓰고 아주 그냥 난리났네. 내가 어렸다면 재밌게 볼 수 있었을까. 코믹파트로 바뀌고부턴 개재밌네ㅋㅋㅋㅋ어라 유치한가 싶어도 보다보면 재밌어서 자꾸 챙겨보게 됨 한국 무협물 나와서 좋음별 기대없이 봤는데 재밌습니다 이재욱님 츤데레 역쉬 잘 소화하시네요"
미지의 서울,박보영의 1인2역. 상당히 기대된다
궁,"말도 안되는 입헌군주제 황실로맨스는 가히 충격적이었지만 그만큼 또 흥미롭기도했던 드라마. OST도 꽤나좋았던.그 시절을 생각나게 만드는 추억의 드라마. 드리마 내용보다 “사랑인가요~”노래가 먼저 떠오른다. 리메이크해도 흥미로울 듯. 대신 미술감독님의 열일이 필요.이틀밤 내리 새서 한번에 다 봤다. 가끔 이런 유치한 드라마가 세계 최고로 재밌다는거.미흡한 연기에 아쉽지만 20대의 주지훈, 윤은혜, 송지효의 신인시절을 볼 수 있는 드라마. 궁의 미술감독님은 아직도 레전드.오래전의 드라마이지만 지금보아도 손색없는 세련된 연출과 심미적인 요소를 볼수있음. 궁을 이루는 한국적인 요소들이 좋고 세트의 아름다움, 배우들의 의상이 일품이였음.어릴 적의 추억 언제 봐도 그 시절로 돌아가는 기분대사와 주연배우들의 연기는 좀 서투르고 어설플지 몰라도 그것이 2006년 방영한 <궁>이라는 작품을 더 매력있고 특별하게 만들어주는 것 같다. 대사는 촌스럽지만 러닝타임 내내 화면을 꽉 채우는 화려하면서도 정갈하고 특색있는 미술소품은 20년이 지나서 봐도 촌스럽지 않고 오히려 Y2K 감각을 제대로 추억할 수 있게 만든다.
한 시대를 풍미하는 대표 드라마가 되기에 충분한 드라마다.
2006년의 공기, 주변 풍경, 말투, 문화 모든게 궁 안에 들어있다. 그때의 나도 같이 추억하게 만드는 신기한 드라마다.사랑인가요. 그대 나와 같다면. 시작인가요 🎵내 인생 최고의 드라마 원작 만화 만큼 아름답고 소녀의 감성을 잘 표현했다 주인공 채경의 마음이 안 좋아질 때면 나도 덩달아 내 마음에 비가 내리곤 했다대사들이 너무 붕 떠 있지만, 아직은 리얼리즘이 반영된 대사가 정착되기 전이라고 참아본다."
반짝이는 워터멜론,"초반 아역이 연기한 반짝이고 따뜻한 드라마의 느낌때문에 더 몰입이 되었고 신선한 스토리와 주연배우들의 연기합이 좋다고 느껴졌다.엔딩이 살짝 아쉽지만 그래도 오랜만에 반짝이는 배우들과 이야기를 만나서 힐링됨 부모도 자식도 결국 서로에게 가장 든든한 편이 되어줘야겠단 생각이 들었다청춘물이지만 마냥 청춘드라마라고는 할 수 없는.. 반짝이는 순간을 함께 할 수 있고 그 시간을 함께 기억할 수 있는 건 행복이다야아아악간의 병맛은 귀여움으로 봐줄 수 있다~가장 반짝일 수 있을 때 반짝이는 사람들과 반짝이는 마음을 전해보자. 인생이여, 만세!사실 청춘 드라마는 케미만 잘 맞아도 재밌다. 그런데 케미는 기본이고 스토리라인이 아주 정성스럽다. 막화까지 완전히 용두용미!!!! 모든 걸 다 잡았다!오랜만에 힐링되고 강동적인 작품을 본 것 같다. 여운이 남는다코다 관련 이야기를 보여준것도 신선하고 이 드라마가 사람들이 수어에 관심을 가지는 계기가 될거같음 !! 중반에는 약간 삐끗했지만 높게 평가할 점이 많으니 4점 👍아역배우가 너무 연기를 잘해서 보는 동안 마음이 아렸습니다! 그리고, 특히 일렉 캐논 버전 너무 좋아하는데, 주제곡처럼 자주 나와서 보는 동안 너무 좋았어요!청아야... 행복해라🥹 이찬이가 마법의 성 불러줄 때 오열했다. 남일같지 않아 은결이에게 감정이입하게 되어 함께 간절해지고 더욱 마음에 와닿았던, 따뜻한 작품."
독수리 5형제를 부탁해!,돌싱이만 악착같이 독수리술도가를 살리기위해 시동생들과 고군분투하며 사는 여주에 대기업의 회장이 나타나고 그둘의 로맨스사이에 끼어드는 현실
프렌즈 시즌 1,"아 너무 유쾌하게 본 시트콤ㆍ 물론 영어 공부는 안됐어요ㅜㅜ똑같은내용 봐도봐도 재밌고 질리지않아요 최고의 드라마한 달 만에 시즌10개를 다 정주행했다. 다 보고 난 후에도 여운이 너무 남아서 힘들었는데, 당시에 미국인들은 얼마나 여운이 남았길래 아직까지 그리워할까 생각했다. 또 보고 있는 나 자신을 보면서 수긍했다.영어공부하려고 스크립트 파던 시절 이게 바로 시트콤이지! 미국식 유머에 포복절도하던 시절어디선가 잘 살아가고 있을 든든한 내 친구들이 생기는 드라마 !! 아무 걱정 없이 만나서 하루종일 의미없는 짓을 하면서 웃을 수 있는 내 친구들심심하면 또 틀어요. 영원히 보게 되는 오리지널 시트콤.제2의 고향제목 그대로 프렌즈. 내 영원한 친구 같은 존재! 회차를 거듭할수록 캐릭터들 매력이 커진다그때 그 시절, 이 프렌즈들을 어떻게 잊으리!웨딩드레스를 입은 채 카페에 들어온 레이첼이 너무 예뻐서 깜놀!셀수없이 많이 봤던 미드! 재밌어요시즌10까지 마치고 다시 돌아와 10년전 친구들의 얼굴을 보면 반갑기도하고 복잡한 기분 다시 시작해야지아직 2화만 봤지만 너무 유명해서 기대하면서 보는 중 영어공부에도 도움이 될 것 같고 편하게 보기 너무 좋은 듯❤️그시절 낭만 그시절 친구들유쾌한 친구들의 우정lol 🤣전설의 시작.챈들러의 유머가 아직도 웃긴 1인최고의 밥친구미드 보면서 영어 공부하려고 봤는데 영어 실력은 안 늘었지만 재밌게 봤어요계속 찾게 되는 미드 시트콤 시간이 지나도 많은 이들이 찾는 이유가 있지내 친구드류ㅠ전설의 시작너무 재밌게 뵜지만 볼때마다 새로운 장면이 눈에 들어오는 프렌즈!알록달록한 옛날 감성 속에 뛰노는 개성 강한 친구들.ㅈ됐다 쿠팡플레이도 이번년도가 끝이네 이제 어디서 보냐..정이 들어버리는 시리즈. 주인공들의 나이 들어감이 보여 조금 슬프기도 한 특별하고 소중한 드라마유후 프렌즈 중에 제일 재미없다는 시즌1에서 탈출했다!나의 인생 시트콤미드 프렌즈 정주행하고나면 미운정고운정 다 들어 그립고 보고싶어지는 마성의 시트콤이다"
최종병기 앨리스,"'킬링이브, 제이슨 본, 빌어먹을 세상 따위'가 적절히 버무려져 무거운 설정과 상황속에서 10대들의 천진함으로 변주를 준다.갑자기 멜로로 가지말라고ㅋㅋㅋ액션 탄탄함 송건희의 발견대박액션 최고여름 송건희배우 뺨맞으며 해맑게 웃는 장면을 잊을 수가 없다. 최고의 연기!! 내 자신 이병헌감독 찐 좋아했네!!! 배우들이 주고 받는 대사가 말 맛이 살아있고, 재밌다.10분 짜리 결말포함 리뷰영상에 적합한 C급. 미친 척 웃는 것만이 이야기 진행의 해결책이 되어선 안된다.진짜 또라이같은 드라마네... 이게 뭐지 하는데 끝까지 보게 된다. 끝날 때 까지 또라이 같다.나는 알고보니 유치한거 좋아했나보다 ㅋ이래서 애들 교육이 중요함. 김성오/김태훈 배우 좋음#웃는게 진짜 예쁜 드라마

""진짜 상관하지 마?""
""상관해, 상관해줘""
""콜""불편함 없는 짧고 굵은 빠른 전개. 요즘 드라마 중 가장 만족스럽게 봤습니다.회차가 지날수록 이게 뭔가 싶다.재미 기대되요보통이에요. 2022. 8. 7. ~ 2022. 8. 16.이 짧은 웹드에서 의외의 변수를 준다. 그게 두 주인공의 연기 때문에 느낀 감정이다. 이병헌 감독이 만들었다기에 조금 더 색다르게 느껴졌다. 결말은 어떤 의미일까????"
갯마을 차차차,"갯마을 차차차
공진의 풍경을 볼때의 힐링과
사람냄사 나는 공진 사람들의 사연들
누구 하나 빠지지 않고 주연이었던 드라마
불륜이나 치정같은 막장코드도 없고 힘들때마다 한번씩 생각나는 드라마예요너무나 따뜻한 힐링 드라마 배우님들의 연기하나하나가 너무 찰떡이고 너무잘하심 이질감없는연기에 푹빠져서본 내인생드!인생드라마썸타는 혜진이와 두식이는 설레고 두 주인공의 케미도 좋다. 누구하나 연기 못하는 배우들이 없다는게 이 드라마의 큰 장점. 아역도 잘한다! 매회 선물같은 에필로그에는 설레는 장면이 가득. 혜진이의 구두를 찾아주고 돌아오는 길에 자전거를 타고 내려오며 씨익 웃던 두식이의 표정, 기뻐하던 혜진이의 모습과 함께 불빛이 켜지는 장면의 참 연출이 좋다고 느껴져 기억에 남았다. 두 주인공의 비주얼이 좋아서인지 장면 하나하나 예뻤던 드라마.
후반부 소풍떠난 감리할머니의 장례식 장면이 슬프고도 아름답게 연출되어 활짝 웃던 할머니들의 모습이 오버랩 되면서 그 감정이 고스란히 전해져 더더욱 슬프고 아련했다.
마지막회 두 주인공의 셀프웨딩 촬영을 위해 동네 사람들 모두 우르르 이동하며 즐거워 하던 장면은 정말 이 드라마의 성격을 보여주는 듯 했다. 두 사람이 함께 활짝 웃으며 손을 잡고 뛰던 마지막 장면! 아직도 생생히 그려진다. 아 또 보고싶네. 내 인생드라마!!꺄 최애 드라마💙이토록 무해한 드라마라니티키타카 힐링 로맨스, 인생작! 사랑스런 신민아 배우를 보고 시작한 드라마. 보다보니 김선호 배우의 매력에 폭 빠짐. 둘 다 멍뭉미 뿅뿅 언제 어디서 어느 때에 봐도 재밌는 드라마배우들의 연기력도 좋고 사이다 드라마.이제 여름하면 생각나는 드라마 갯마을차차차 🫠 사람냄새나는 공진의 이야기와 웃음지어지는 힐링로맨스 💓 나도 이제 더는 어쩔수가 없다.. 갯차가 인생드라마가 된 나 🥹배경이 정말 이쁜 드라마. 김선호 신민아를 비롯해서 주연들은 물론 조연들까지 밝고 캐릭터 하나하나가 다 매력있다. 정주행해서 보면 참 좋은 드라마.자극적인 소재가 아니어도 충분히 재밌게 볼 수 있는 진짜 웰메이드 드라마입니다 보는내내 설레고 행복했어요 혹시라도 안 본 분 있으시면 꼭꼭 보세요!!!홍반장과 윤치과의 미래는...?공진마을에서 살고싶다. 악인이 없어서 편하게 볼 수 있어 좋았고, 저렇게 나도 한번 살아보고 싶다는 꿈을 꾸게 해주었다. 식혜커플 포에버 ^^*감히 내 인생 최고의 드라마라 말하고싶다. 인생의 희노애락을 모두 보여준 드라마. 홍반장 공진에서 혜진이랑 알콩달콩 잘살고 있지? 김선호 연기를 너무 잘해버렸어♡흔한 드라마의 흔한 우연이 남발되어 뻔한 이야기 같아도 이렇게 착하고 따뜻하고 훈훈하다식혜커플의 케미가 너무 달달하고, 마음을 움직이는 대사가 너무 인상적인 드라마. 대표적인 로맨틱코미디드라마^^(주관적) 봐도봐도 질리지않고 재밌고웃기고 감동도있는 드라마^^감동적인 어촌 마을 이야기예요 가슴따뜻해지는 그런 드라마엿습니다따뜻하고 재미있는 드라마두 주인공의 케미가 폭발한다. 조연들의 이야기도 탄탄하고 연기력이 좋으신분들이 다모인 드라마. 눈물콧물쏙빼기도하고 웃기기도하고 공감도되는 드라마홍반장 리메이크작인데 좀 더 시대에 맞게 잘 리메이크함. 힐링로코의 맛이 제대로! 로코 처돌이라면 추천하고 싶은 작품. 청량한 김선호, 상큼한 신민아의 케미가 일품.자극적인 소재가 아니어도 충분히 재밌게 볼 수 있는 진짜 웰메이드 드라마입니다 보는내내 설레고 행복했어요 혹시라도 안 본 분 있으시면 꼭꼭 보세요!!!홍반장과 윤치과의 미래는...?공진마을에서 살고싶다. 악인이 없어서 편하게 볼 수 있어 좋았고, 저렇게 나도 한번 살아보고 싶다는 꿈을 꾸게 해주었다. 식혜커플 포에버 ^^*감히 내 인생 최고의 드라마라 말하고싶다. 인생의 희노애락을 모두 보여준 드라마. 홍반장 공진에서 혜진이랑 알콩달콩 잘살고 있지? 김선호 연기를 너무 잘해버렸어♡흔한 드라마의 흔한 우연이 남발되어 뻔한 이야기 같아도 이렇게 착하고 따뜻하고 훈훈하다식혜커플의 케미가 너무 달달하고, 마음을 움직이는 대사가 너무 인상적인 드라마. 대표적인 로맨틱코미디드라마^^(주관적) 봐도봐도 질리지않고 재밌고웃기고 감동도있는 드라마^^감동적인 어촌 마을 이야기예요 가슴따뜻해지는 그런 드라마엿습니다따뜻하고 재미있는 드라마두 주인공의 케미가 폭발한다. 조연들의 이야기도 탄탄하고 연기력이 좋으신분들이 다모인 드라마. 눈물콧물쏙빼기도하고 웃기기도하고 공감도되는 드라마"
